unit_id,name
1155,Vegan
1156,Omnivore
1157,Omnivore
1158,Vegan
1159,Vegetarian
1160,Vegan
1161,Omnivore
1162,Omnivore
1163,Omnivore
1164,Omnivore
1165,Omnivore
1166,Omnivore
1167,Omnivore
1168,Vegetarian
1169,Vegan
1170,Omnivore
1171,Vegan
1172,Vegan
1173,Omnivore
1174,Omnivore
1175,Omnivore
1176,Omnivore
1177,Omnivore
1178,Omnivore
1179,Omnivore
1180,Omnivore
1181,Omnivore
1182,Omnivore
1183,Omnivore
1184,Omnivore
1185,Omnivore
1186,Omnivore
1187,Omnivore
1188,Omnivore
1189,Omnivore
1190,Omnivore
1191,Omnivore
1192,Vegetarian
1193,Omnivore
1194,Omnivore
1195,Vegetarian
1196,Omnivore
1197,Omnivore
1198,Omnivore
1199,Omnivore
1200,Vegetarian
1201,Omnivore
1202,Omnivore
1203,Omnivore
1204,Omnivore
1205,Vegetarian
1206,Omnivore
1207,Omnivore
1208,Vegetarian
1209,Omnivore
1210,Omnivore
1211,Omnivore
1212,Vegan
1213,Omnivore
1214,Omnivore
1215,Omnivore
1216,Omnivore
1217,Vegetarian
1218,Omnivore
1219,Omnivore
1220,Vegetarian
1221,Omnivore
1222,Vegetarian
1223,Omnivore
1224,Omnivore
1225,Vegetarian
1226,Vegetarian
1227,Omnivore
1228,Omnivore
1229,Omnivore
1230,Omnivore
1231,Omnivore
1232,Vegetarian
1233,Omnivore
1234,Omnivore
1235,Omnivore
1236,Omnivore
1237,Omnivore
1238,Omnivore
1239,Omnivore
1240,Vegetarian
1241,Vegetarian
1242,Vegetarian
1243,Vegetarian
1244,Vegetarian
1245,Omnivore
1246,Omnivore
1247,Omnivore
1248,Omnivore
1249,Omnivore
1250,Vegetarian
1251,Omnivore
1252,Omnivore
1253,Vegetarian
1254,Omnivore
1255,Omnivore
1256,Omnivore
1257,Omnivore
1258,Omnivore
1259,Omnivore
1260,Vegetarian
1261,Vegetarian
1262,Omnivore
1263,Omnivore
1264,Omnivore
1265,Omnivore
1266,Omnivore
1267,Omnivore
1268,Omnivore
1269,Omnivore
1270,Vegetarian
1271,Vegetarian
1272,Vegetarian
1273,Omnivore
1274,Omnivore
1275,Omnivore
1276,Vegetarian
1277,Omnivore
1278,Vegetarian
1279,Omnivore
1280,Omnivore
1281,Omnivore
1282,Omnivore
1283,Omnivore
1284,Omnivore
1285,Omnivore
1286,Omnivore
1287,Omnivore
1288,Omnivore
1289,Omnivore
1290,Vegan
1291,Omnivore
1292,Omnivore
1293,Vegetarian
1294,Vegetarian
1295,Omnivore
1296,Omnivore
1297,Omnivore
1298,Vegetarian
1299,Omnivore
1300,Omnivore
1301,Omnivore
1302,Omnivore
1303,Vegetarian
1304,Omnivore
1305,Vegetarian
1306,Omnivore
1307,Omnivore
1308,Vegetarian
1309,Omnivore
1310,Omnivore
1311,Omnivore
1312,Omnivore
1313,Vegan
1314,Vegetarian
1315,Vegetarian
1316,Omnivore
1317,Omnivore
1318,Vegetarian
1319,Omnivore
1320,Omnivore
1321,Vegetarian
1322,Vegetarian
1323,Vegetarian
1324,Omnivore
1325,Omnivore
1326,Vegetarian
1327,Omnivore
1328,Omnivore
1329,Omnivore
1330,Omnivore
1331,Omnivore
1332,Omnivore
1333,Omnivore
1334,Omnivore
1335,Vegetarian
1336,Vegetarian
1337,Vegetarian
1338,Vegetarian
1339,Vegan
1340,Vegetarian
1341,Vegetarian
1342,Vegetarian
1343,Omnivore
1344,Omnivore
1345,Omnivore
1346,Omnivore
1347,Omnivore
1348,Vegan
1349,Vegan
1350,Vegan
1351,Vegan
1352,Vegan
1353,Vegetarian
1354,Vegan
1355,Vegan
1356,Omnivore
1357,Vegan
1358,Vegan
1359,Vegan
1360,Vegan
1361,Vegan
1362,Vegetarian
1363,Omnivore
1364,Omnivore
1365,Vegan
1366,Vegetarian
1367,Vegan
1368,Vegan
1369,Vegan
1370,Vegan
1371,Vegan
1372,Vegan
1373,Vegan
1374,Vegan
1375,Vegan
1376,Vegan
1377,Vegan
1378,Vegetarian
1379,Vegetarian
1380,Vegetarian
1381,Omnivore
1382,Vegetarian
1383,Omnivore
1384,Vegan
1385,Vegetarian
1386,Vegetarian
1387,Omnivore
1388,Omnivore
1389,Omnivore
1390,Vegetarian
1391,Vegetarian
1392,Vegetarian
1393,Vegetarian
1394,Omnivore
1395,Omnivore
1396,Omnivore
1397,Vegan
1398,Omnivore
1399,Omnivore
1400,Omnivore
1401,Vegetarian
1402,Vegetarian
1403,Vegan
1404,Omnivore
1405,Vegan
1406,Vegetarian
1407,Vegetarian
1408,Vegetarian
1409,Vegetarian
1410,Vegetarian
1411,Omnivore
1412,Omnivore
1413,Omnivore
1414,Vegetarian
1415,Vegetarian
1416,Omnivore
1417,Omnivore
1418,Vegetarian
1419,Omnivore
1420,Omnivore
1421,Omnivore
1422,Omnivore
1423,Omnivore
1424,Omnivore
1425,Omnivore
1426,Omnivore
1427,Omnivore
1428,Omnivore
1429,Omnivore
1430,Vegetarian
1431,Omnivore
1432,Omnivore
1433,Omnivore
1434,Omnivore
1435,Omnivore
1436,Omnivore
1437,Vegetarian
1438,Omnivore
1439,Omnivore
1440,Omnivore
1441,Omnivore
1442,Omnivore
1443,Omnivore
1444,Vegetarian
1445,Omnivore
1446,Vegetarian
1447,Omnivore
1448,Vegetarian
1449,Omnivore
1450,Omnivore
1451,Omnivore
1452,Omnivore
1453,Omnivore
1454,Vegetarian
1455,Vegetarian
1456,Vegetarian
1457,Omnivore
1458,Vegan
1459,Vegetarian
1460,Vegetarian
1461,Omnivore
1462,Omnivore
1463,Omnivore
1464,Vegetarian
1465,Omnivore
1466,Vegetarian
1467,Omnivore
1468,Omnivore
1469,Vegetarian
1470,Vegan
1471,Omnivore
1472,Omnivore
1473,Vegetarian
1474,Omnivore
1475,Vegetarian
1476,Omnivore
1477,Omnivore
1478,Vegan
1479,Omnivore
1480,Vegetarian
1481,Vegetarian
1482,Omnivore
1483,Omnivore
1484,Omnivore
1485,Omnivore
1486,Omnivore
1487,Omnivore
1488,Vegetarian
1489,Omnivore
1490,Omnivore
1491,Omnivore
1492,Omnivore
1493,Omnivore
1494,Omnivore
1495,Vegetarian
1496,Omnivore
1497,Omnivore
1498,Omnivore
1499,Omnivore
1500,Vegetarian
1501,Omnivore
